Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
0,1,0,0,22,5,14,4,14.25,5,9,5,13.2,Dropout
0,0,0,0,22,6,0,0,0.0,2,2,0,0.0,Dropout
0,1,0,0,18,6,10,3,12.0,6,8,4,10.25,Enrolled
0,1,0,0,21,10,18,6,11.166666666666666,10,16,7,10.571428571428571,Enrolled
0,1,0,0,19,6,12,2,13.0,6,8,5,11.6,Graduate
0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,1,20,8,8,7,14.901428571428571,8,8,7,14.901428571428571,Dropout
1,1,0,1,18,7,8,7,12.65,8,9,8,12.445555555555554,Graduate
0,0,0,0,22,12,12,7,11.0,5,5,5,10.6,Dropout
0,1,0,0,20,5,7,4,12.4,5,9,5,12.666666666666666,Graduate
0,1,0,0,19,6,7,6,12.0,6,7,6,12.666666666666666,Graduate
0,1,0,1,19,7,8,7,12.135714285714286,8,10,7,13.328571428571427,Graduate
0,1,0,1,20,7,10,5,12.62,7,8,6,12.5,Enrolled
0,1,0,0,25,5,11,3,10.666666666666666,5,11,3,11.333333333333334,Enrolled
0,1,0,1,19,7,12,6,13.766666666666666,8,10,7,14.051428571428572,Graduate
0,1,0,0,19,8,8,8,13.11625,8,8,8,13.11625,Graduate
0,0,0,0,19,5,5,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,20,7,9,6,12.7,8,8,7,13.571428571428571,Graduate
0,1,0,0,25,7,11,7,11.857142857142858,8,21,5,11.7,Enrolled
0,1,0,1,20,7,7,6,12.333333333333334,7,7,6,12.333333333333334,Graduate
0,1,0,0,24,6,9,4,15.75,6,10,5,16.4,Enrolled
0,1,0,0,20,5,6,5,13.333333333333334,5,6,5,13.2,Graduate
0,1,0,0,21,7,9,7,14.355555555555554,8,8,8,13.49375,Graduate
1,1,0,1,19,6,8,6,13.0,6,11,5,13.0,Graduate
0,1,0,1,19,6,6,6,12.833333333333334,6,6,6,13.5,Graduate
0,1,0,1,21,5,5,5,13.2,5,5,4,13.0,Graduate
0,1,0,0,28,7,9,7,17.005555555555556,8,9,8,16.582222222222224,Graduate
1,0,0,1,19,6,8,5,10.6,6,8,5,11.0,Graduate
0,1,0,1,18,5,5,5,14.0,5,6,5,13.6,Graduate
0,1,0,1,18,8,8,7,12.114285714285714,8,8,7,12.114285714285714,Graduate
0,1,0,1,18,8,8,8,13.05875,8,8,8,13.05875,Graduate
0,1,0,0,22,8,8,7,13.285714285714286,8,8,7,13.285714285714286,Graduate
0,1,0,0,19,5,9,4,11.0,5,8,3,10.666666666666666,Enrolled
0,1,0,1,18,7,7,7,14.071428571428571,8,8,8,15.1625,Graduate
0,0,0,0,20,6,0,0,0.0,6,0,0,0.0,Dropout
0,0,0,0,26,9,9,4,11.25,10,12,3,11.0,Dropout
0,1,0,1,18,6,6,6,14.0,6,8,6,13.625,Graduate
0,1,0,1,21,6,8,6,12.166666666666666,6,11,3,11.666666666666666,Dropout
0,1,0,0,18,8,8,7,13.297142857142855,8,8,7,13.297142857142855,Graduate
0,1,0,0,20,6,14,6,13.923076923076923,6,9,6,14.25,Graduate
0,1,0,0,18,7,11,7,13.37,8,13,7,12.833333333333334,Graduate
0,1,0,1,19,5,5,5,12.4,5,8,3,11.0,Enrolled
0,1,0,0,20,5,5,4,15.0,5,5,4,13.75,Dropout
1,1,0,1,18,6,6,6,13.333333333333334,6,7,6,12.571428571428571,Graduate
0,1,0,1,20,5,8,3,12.0,5,9,4,12.625,Enrolled
0,1,0,0,22,6,7,5,13.4,6,9,5,12.2,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,0,0,21,5,9,4,11.5,5,5,5,11.4,Graduate
0,1,0,0,18,7,12,6,12.0,7,11,6,12.166666666666666,Enrolled
0,1,0,0,18,8,8,7,13.485714285714284,8,8,7,13.485714285714284,Graduate
0,1,0,1,18,6,6,6,12.0,6,8,6,11.285714285714286,Graduate
0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,0,19,5,7,3,10.333333333333334,5,11,3,14.428571428571429,Enrolled
0,1,0,0,19,7,10,5,12.94,7,7,5,13.76,Enrolled
0,1,0,0,19,8,11,7,13.258571428571427,8,11,7,13.258571428571427,Graduate
0,1,0,0,19,5,9,4,12.25,5,10,4,12.0,Enrolled
0,0,0,0,19,6,9,3,11.666666666666666,6,15,1,10.0,Dropout
0,1,0,1,21,6,7,6,13.571428571428571,6,6,6,12.5,Graduate
0,1,0,1,20,6,9,5,11.8,6,9,5,11.833333333333334,Graduate
0,1,0,1,20,5,7,5,14.2,5,7,5,13.285714285714286,Graduate
0,1,0,0,41,5,8,5,11.0,5,6,5,11.8,Graduate
0,1,0,0,32,7,16,4,13.625,7,8,7,12.6375,Enrolled
0,1,0,0,18,8,8,7,14.652857142857142,8,8,7,14.652857142857142,Graduate
0,1,0,1,35,6,9,6,11.333333333333334,6,6,6,11.333333333333334,Graduate
1,0,0,0,32,7,12,4,13.7,7,7,0,0.0,Dropout
0,1,0,0,37,11,11,11,13.727272727272728,8,8,8,14.75,Graduate
0,1,0,0,30,7,9,7,11.75,8,12,7,11.142857142857142,Dropout
0,1,1,0,23,6,9,6,12.333333333333334,6,11,5,13.0,Graduate
0,1,0,1,20,6,6,6,14.0,6,7,6,13.857142857142858,Dropout
0,1,1,0,21,5,7,4,11.5,5,6,4,11.75,Graduate
0,1,1,0,19,5,6,5,11.2,5,5,5,13.2,Graduate
0,1,1,1,18,8,8,7,15.07,8,8,7,15.07,Graduate
0,1,1,0,18,5,6,1,10.0,5,7,1,12.0,Dropout
0,1,1,0,24,5,5,4,12.0,5,6,5,12.666666666666666,Enrolled
0,1,1,0,22,6,11,4,13.0,6,11,4,12.6,Graduate
0,1,1,0,18,6,7,4,11.0,6,7,3,11.25,Dropout
0,1,0,0,18,6,8,6,13.571428571428571,6,11,5,12.166666666666666,Graduate
0,1,1,0,21,6,7,5,14.6,6,6,5,14.2,Graduate
1,1,0,0,38,7,13,3,11.833333333333334,7,14,2,10.0,Dropout
0,1,0,1,19,7,11,7,12.625,8,11,8,12.5125,Graduate
0,1,0,0,36,7,12,4,11.5,7,14,3,12.333333333333334,Dropout
0,1,0,0,18,5,8,4,13.25,5,10,4,10.5,Graduate
0,1,0,0,19,7,9,7,12.60625,8,12,6,11.9,Graduate
1,0,0,0,21,10,15,8,13.75,9,17,5,13.2,Dropout
0,1,0,0,19,7,10,6,13.598333333333334,8,11,6,11.933333333333332,Enrolled
0,1,0,1,18,6,11,5,11.142857142857142,6,8,6,12.285714285714286,Graduate
0,1,0,0,45,11,11,11,12.7,10,12,10,12.96818181818182,Enrolled
0,1,0,0,20,5,9,1,10.0,5,10,1,11.0,Dropout
1,1,0,0,18,6,8,6,11.666666666666666,6,10,4,11.5,Graduate
0,1,0,1,18,6,8,6,14.0,6,7,6,13.142857142857142,Graduate
0,1,0,0,25,5,9,0,0.0,5,9,0,0.0,Dropout
0,1,0,0,19,8,9,7,12.04142857142857,8,9,7,12.04142857142857,Graduate
0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,39,13,14,13,13.76923076923077,12,16,12,14.583333333333334,Graduate
0,1,0,0,29,18,20,18,15.444444444444445,13,13,13,15.307692307692308,Graduate
0,1,0,0,18,7,9,6,11.5,7,8,7,12.714285714285714,Enrolled
0,0,0,0,23,3,3,2,10.0,6,0,0,0.0,Dropout
0,1,0,0,21,6,8,4,12.25,6,13,3,10.333333333333334,Dropout
0,0,0,0,18,6,6,6,14.5,6,6,6,15.166666666666666,Graduate
0,1,0,0,23,6,7,6,15.571428571428571,6,8,6,16.375,Graduate
0,1,0,0,18,6,7,6,15.571428571428571,6,7,6,14.714285714285714,Graduate
0,1,0,0,32,6,8,5,13.8,6,7,6,12.166666666666666,Graduate
1,0,0,0,29,5,8,3,10.666666666666666,5,14,2,14.8,Dropout
1,1,0,1,20,6,8,5,11.6,6,8,4,11.75,Graduate
0,0,0,0,28,6,11,1,13.0,6,12,0,0.0,Dropout
0,1,0,0,27,5,9,3,12.0,5,11,4,13.625,Graduate
1,1,0,0,22,14,14,12,12.333333333333334,14,14,12,12.333333333333334,Graduate
1,1,0,0,37,6,10,6,12.875,6,12,6,12.9,Enrolled
0,0,0,0,28,6,12,1,11.0,6,0,0,0.0,Dropout
1,0,0,0,43,6,10,4,12.25,6,13,4,10.5,Dropout
0,0,0,0,32,7,7,0,0.0,8,8,0,0.0,Dropout
0,1,0,1,20,6,11,4,10.75,6,13,5,11.5,Enrolled
0,1,0,1,35,8,9,8,13.63,8,9,8,13.63,Graduate
0,1,0,0,21,5,8,3,13.0,5,7,4,11.5,Graduate
0,1,0,1,18,7,9,6,13.533333333333331,7,7,7,12.228571428571428,Enrolled
0,1,0,1,18,7,7,7,16.9,8,9,8,16.37777777777778,Graduate
0,1,0,0,18,6,10,5,12.0,6,11,4,12.0,Graduate
0,1,0,0,22,6,6,6,12.5,6,7,6,13.285714285714286,Graduate
0,1,0,0,19,8,8,7,12.764285714285714,8,8,7,12.764285714285714,Graduate
0,1,0,1,18,5,8,5,13.75,5,6,5,12.166666666666666,Graduate
1,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,1,18,7,7,7,14.604285714285712,8,9,8,15.68333333333333,Graduate
1,0,0,0,31,5,7,0,0.0,5,7,0,0.0,Dropout
1,1,0,1,33,6,9,5,13.833333333333334,6,7,6,12.5,Graduate
0,1,0,1,19,8,8,8,13.57625,8,8,8,13.57625,Graduate
0,1,0,1,18,6,7,6,15.142857142857142,6,6,6,15.833333333333334,Graduate
0,1,0,0,23,5,8,3,10.666666666666666,5,8,5,11.6,Graduate
0,1,0,0,20,6,11,5,11.2,6,6,6,12.0,Graduate
0,1,0,0,18,8,8,8,13.76375,8,8,8,13.76375,Graduate
1,1,0,0,21,9,10,8,13.25,9,14,5,12.2,Enrolled
0,1,0,1,22,6,10,5,10.714285714285714,6,10,5,12.2,Graduate
1,1,0,0,20,6,6,6,12.166666666666666,6,7,6,11.666666666666666,Graduate
0,1,0,0,23,7,8,6,14.357142857142858,7,8,6,14.357142857142858,Graduate
0,1,0,0,19,6,6,6,12.833333333333334,6,6,6,12.666666666666666,Graduate
0,1,0,0,19,8,8,7,13.925714285714283,8,8,7,13.925714285714283,Graduate
0,1,0,0,26,5,9,2,12.0,5,9,3,11.0,Dropout
0,1,0,0,18,7,7,7,13.44285714285714,8,9,8,13.744444444444444,Graduate
0,1,1,0,18,5,5,1,16.0,5,5,0,0.0,Dropout
0,1,1,0,20,6,8,6,13.125,6,10,6,13.2,Graduate
0,1,1,0,19,6,7,0,0.0,6,6,0,0.0,Dropout
0,0,1,0,32,9,9,5,11.4,4,4,4,11.0,Dropout
0,0,1,0,31,4,12,2,11.0,5,9,3,11.666666666666666,Dropout
0,1,1,0,25,5,13,1,11.0,5,11,1,10.0,Enrolled
0,1,0,0,21,6,14,5,13.666666666666666,6,10,5,13.0,Graduate
0,0,0,0,31,6,10,4,11.75,5,6,1,10.0,Dropout
0,1,0,0,34,7,11,1,10.0,7,7,1,13.0,Dropout
0,1,0,1,18,6,8,6,13.5,6,9,6,12.833333333333334,Graduate
1,1,0,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
1,1,0,0,21,6,12,1,12.0,6,11,1,11.0,Enrolled
0,0,0,0,18,6,11,3,13.0,6,10,5,11.8,Dropout
0,1,0,0,20,6,7,6,14.833333333333334,6,6,6,16.0,Graduate
0,1,0,0,20,6,6,6,11.833333333333334,6,7,6,12.857142857142858,Graduate
0,1,0,1,18,6,10,5,12.0,6,11,5,12.333333333333334,Graduate
0,1,0,0,19,6,11,4,12.75,6,7,6,11.333333333333334,Graduate
0,1,0,0,19,5,5,0,0.0,5,7,4,14.75,Enrolled
0,1,0,1,30,6,7,0,0.0,6,16,1,10.0,Dropout
0,1,0,0,19,6,6,6,12.0,6,7,6,12.857142857142858,Graduate
0,1,0,0,19,7,9,7,11.677777777777775,8,8,8,13.8,Graduate
0,1,0,1,19,8,8,7,13.6,8,8,7,13.6,Graduate
0,1,0,0,19,6,7,6,16.0,6,8,6,15.875,Graduate
0,1,0,0,20,6,9,5,11.8,6,7,6,11.5,Graduate
1,1,1,0,25,5,5,0,0.0,6,7,2,14.0,Dropout
0,1,1,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
1,1,0,1,34,6,7,6,16.142857142857142,6,10,6,16.2,Graduate
0,1,0,1,18,8,8,7,11.785714285714286,8,8,7,11.785714285714286,Graduate
0,1,0,1,18,8,8,8,13.42375,8,8,8,13.42375,Graduate
0,1,0,0,20,6,8,6,12.5,6,10,5,14.166666666666666,Graduate
0,1,0,1,20,8,8,7,12.464285714285714,8,8,7,12.464285714285714,Graduate
1,1,0,0,23,11,18,8,12.375,9,15,5,12.6,Enrolled
0,1,0,0,28,6,8,1,10.0,6,9,0,0.0,Dropout
0,1,0,0,18,6,8,5,12.6,6,10,6,12.428571428571429,Enrolled
0,1,0,0,19,5,5,5,12.6,5,6,4,12.4,Graduate
0,1,0,0,34,5,7,2,10.0,5,6,4,12.0,Dropout
0,1,0,0,35,7,7,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,32,5,7,5,11.6,5,8,5,12.333333333333334,Graduate
0,1,0,0,19,6,8,6,12.166666666666666,6,6,6,13.5,Graduate
0,1,0,0,18,6,10,4,13.6,6,7,5,12.666666666666666,Graduate
0,0,0,0,35,5,8,4,12.5,5,8,5,11.8,Dropout
0,1,1,1,24,6,6,4,12.25,6,10,4,11.5,Enrolled
0,1,0,1,20,6,7,6,11.714285714285714,6,8,6,12.625,Graduate
0,1,1,1,18,6,7,6,13.5,6,7,6,13.0,Graduate
0,1,1,1,20,8,8,7,13.024285714285714,8,8,7,13.024285714285714,Graduate
0,0,1,0,18,6,12,0,0.0,6,0,0,0.0,Dropout
0,1,1,1,18,5,6,5,17.333333333333332,5,8,5,18.571428571428573,Graduate
0,1,1,1,20,5,7,4,11.0,5,7,4,11.5,Graduate
0,1,1,0,19,7,10,6,13.666666666666666,7,9,6,12.5,Dropout
0,1,1,1,20,6,9,6,11.375,6,6,5,13.8,Enrolled
0,1,1,0,19,6,6,6,12.833333333333334,6,8,6,11.833333333333334,Graduate
0,1,1,0,20,6,9,5,12.6,6,11,4,11.5,Graduate
0,1,1,0,22,7,8,6,14.333333333333334,8,9,7,13.771428571428572,Graduate
0,1,1,1,18,5,8,4,13.5,6,10,6,13.625,Enrolled
0,1,1,0,19,8,8,7,14.285714285714286,8,8,7,14.285714285714286,Graduate
0,1,1,0,22,6,15,3,11.75,6,12,2,10.0,Dropout
0,1,1,0,20,5,5,5,14.8,5,5,5,17.6,Graduate
1,0,1,0,34,6,7,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,24,6,14,1,10.0,5,5,0,0.0,Dropout
0,1,1,0,26,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,35,7,10,4,12.6,7,9,5,12.38,Dropout
0,1,1,0,22,5,9,5,12.428571428571429,5,7,5,11.8,Graduate
0,1,1,0,26,6,10,4,10.0,6,11,3,12.0,Enrolled
0,1,1,0,19,5,7,3,12.333333333333334,5,5,0,0.0,Dropout
0,0,1,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
1,1,1,0,20,0,0,0,0.0,0,0,0,0.0,Graduate
1,1,1,0,21,11,12,10,12.1,8,9,8,13.333333333333334,Graduate
0,1,0,1,19,6,7,6,14.714285714285714,6,6,6,15.0,Graduate
0,1,0,0,18,6,6,6,12.666666666666666,6,7,6,12.833333333333334,Graduate
0,1,0,1,23,12,14,12,14.384615384615383,10,12,10,13.3,Graduate
0,1,0,1,18,5,5,5,13.4,5,6,5,12.2,Graduate
0,1,0,0,18,8,8,7,13.314285714285717,8,8,7,13.314285714285717,Graduate
0,1,0,0,19,8,8,7,11.98857142857143,8,8,7,11.98857142857143,Graduate
0,1,0,0,21,11,17,11,11.545454545454543,9,13,8,12.88888888888889,Graduate
0,1,0,1,18,6,13,6,16.46153846153846,6,8,6,13.875,Graduate
0,1,0,1,24,6,7,6,13.666666666666666,6,6,6,12.833333333333334,Graduate
0,1,0,0,18,7,8,7,12.65,8,9,8,13.411111111111111,Dropout
0,1,0,0,18,6,7,6,12.333333333333334,6,10,3,12.0,Enrolled
0,1,0,0,20,7,8,6,14.37,8,10,7,14.65,Graduate
0,1,0,0,19,5,13,3,12.0,5,8,4,11.75,Enrolled
0,0,0,1,18,6,12,3,12.0,6,15,3,10.666666666666666,Dropout
0,1,0,1,19,6,11,4,12.0,6,14,3,11.0,Dropout
0,1,0,0,19,6,10,5,12.6,6,7,5,11.2,Graduate
1,1,0,0,18,6,6,6,12.166666666666666,6,6,6,12.333333333333334,Graduate
0,1,0,0,20,7,8,6,13.5,7,8,6,14.0,Enrolled
0,1,0,1,18,8,8,8,13.76375,8,8,8,13.76375,Graduate
0,1,0,1,19,7,11,6,12.4,7,8,6,12.8,Graduate
0,1,0,0,18,5,16,4,10.666666666666666,5,11,2,12.0,Enrolled
0,1,0,0,18,7,7,6,14.333333333333334,7,7,6,14.333333333333334,Graduate
0,1,0,0,21,6,12,4,12.5,6,13,2,12.666666666666666,Enrolled
1,0,0,0,19,6,14,1,10.0,6,13,0,0.0,Dropout
0,1,0,0,21,7,8,7,14.69625,8,9,8,14.622222222222224,Graduate
0,1,0,0,18,6,14,4,11.5,6,17,3,13.75,Enrolled
0,1,0,1,18,7,9,7,12.855555555555556,8,8,8,13.9125,Graduate
0,1,0,0,18,7,7,7,13.7,8,9,8,13.994444444444444,Graduate
0,0,0,0,23,5,9,0,0.0,5,10,1,12.0,Dropout
0,1,0,0,20,6,13,3,11.2,6,9,4,12.0,Enrolled
0,1,0,0,18,7,7,7,13.285714285714286,8,9,8,13.333333333333334,Graduate
0,1,0,0,19,6,9,5,13.0,6,8,5,10.4,Enrolled
0,1,0,1,27,7,8,6,12.6,7,9,6,11.685714285714283,Enrolled
1,0,0,1,19,5,5,5,12.8,5,5,4,12.0,Enrolled
0,1,0,0,21,6,14,5,11.5,6,13,5,11.0,Dropout
0,1,0,1,19,8,8,7,11.4,8,8,7,11.4,Graduate
0,1,0,1,21,6,6,6,12.333333333333334,6,8,6,11.333333333333334,Graduate
0,1,0,0,18,6,7,5,12.8,6,10,4,12.2,Graduate
0,1,0,1,20,5,8,5,12.0,5,8,4,15.0,Graduate
0,1,0,1,18,6,8,5,13.0,6,9,5,13.5,Graduate
1,0,0,1,18,6,6,6,11.833333333333334,6,8,6,11.0,Dropout
0,1,0,0,18,6,8,6,14.0,6,9,6,13.333333333333334,Graduate
0,1,0,1,18,6,6,6,12.333333333333334,6,6,6,13.5,Graduate
0,1,0,1,19,7,10,5,13.04,7,7,7,12.5,Enrolled
1,0,0,0,23,11,18,11,13.166666666666666,9,15,8,13.333333333333334,Enrolled
0,1,0,1,24,6,7,6,12.5,6,11,6,12.833333333333334,Graduate
0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,18,8,8,7,15.657142857142857,8,8,7,15.657142857142857,Graduate
0,1,0,0,19,6,6,6,12.166666666666666,6,6,6,11.333333333333334,Graduate
0,1,0,0,19,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,1,20,6,11,5,10.6,6,9,5,11.166666666666666,Enrolled
0,1,0,0,20,6,10,6,13.428571428571429,6,11,5,12.666666666666666,Enrolled
0,1,0,0,26,6,8,4,11.75,6,12,0,0.0,Dropout
1,0,1,0,36,5,10,0,0.0,5,5,0,0.0,Dropout
0,0,1,0,19,0,0,0,0.0,0,0,0,0.0,Dropout
0,0,1,0,27,5,0,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,18,5,9,1,13.0,5,5,0,0.0,Dropout
0,1,1,1,18,8,8,7,13.331428571428573,8,8,7,13.331428571428573,Graduate
0,1,1,0,28,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,1,0,19,7,7,6,13.7,7,7,6,13.7,Graduate
1,0,1,0,26,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,20,9,12,9,13.454545454545457,7,9,6,13.875,Dropout
0,1,1,0,19,8,8,7,12.2,8,8,7,12.2,Graduate
0,1,1,0,21,5,8,3,10.0,5,10,4,11.0,Dropout
0,1,1,1,23,6,7,5,13.0,6,7,6,12.857142857142858,Graduate
0,1,1,0,29,6,11,6,12.0,6,6,6,14.0,Graduate
0,1,1,0,20,8,8,7,15.028571428571428,8,8,7,15.028571428571428,Graduate
0,1,1,0,18,6,8,6,12.0,6,7,6,11.714285714285714,Graduate
0,1,1,0,19,6,8,5,12.0,6,8,5,12.4,Graduate
0,0,1,0,23,7,7,3,13.666666666666666,8,8,3,11.333333333333334,Dropout
0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,0,18,5,6,5,12.0,5,7,4,12.5,Enrolled
0,1,1,1,18,0,0,0,0.0,0,0,0,0.0,Graduate
1,0,1,0,21,6,6,1,14.0,6,7,0,0.0,Dropout
0,1,1,0,22,6,6,0,0.0,6,7,0,0.0,Dropout
0,1,1,0,21,7,8,7,12.375,7,11,5,12.583333333333334,Graduate
0,0,1,0,32,7,0,0,0.0,8,0,0,0.0,Dropout
0,1,1,0,27,18,21,18,11.421052631578949,13,16,13,11.076923076923077,Graduate
0,1,1,0,18,7,7,6,13.35,7,7,6,13.35,Graduate
0,1,1,1,24,6,6,6,15.0,6,6,2,16.0,Graduate
0,1,1,0,22,5,9,2,10.5,5,5,0,0.0,Dropout
0,0,1,0,22,6,0,0,0.0,4,6,0,0.0,Dropout
0,1,1,0,19,5,8,5,13.25,5,6,5,11.833333333333334,Graduate
0,1,1,0,19,5,10,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,21,5,7,4,11.5,5,15,3,10.6,Enrolled
0,1,0,1,18,8,8,8,13.88125,8,8,8,13.88125,Graduate
0,1,0,0,18,6,8,6,11.333333333333334,6,8,5,12.6,Graduate
1,1,0,0,20,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,0,0,19,6,7,6,12.857142857142858,6,7,6,13.666666666666666,Graduate
1,1,0,0,19,6,6,5,11.6,6,6,6,12.5,Graduate
0,1,0,1,18,6,9,5,11.4,6,6,6,11.333333333333334,Graduate
0,1,0,0,20,6,11,6,13.333333333333334,6,10,6,13.0,Enrolled
1,1,0,1,22,7,7,7,13.571428571428571,9,9,9,13.77777777777778,Graduate
0,1,0,0,31,7,13,6,11.833333333333334,7,8,7,12.228571428571428,Graduate
0,1,0,1,19,7,7,7,14.428571428571429,7,7,7,14.142857142857142,Graduate
0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,Enrolled
0,1,0,1,18,6,8,6,12.285714285714286,6,9,5,12.4,Graduate
0,1,0,0,21,5,7,5,14.4,5,5,5,13.8,Graduate
0,1,0,1,18,7,8,7,13.15,8,9,8,15.06875,Graduate
1,0,1,0,25,5,6,0,0.0,5,5,0,0.0,Dropout
1,1,1,0,21,5,5,0,0.0,6,8,0,0.0,Dropout
0,1,0,1,19,8,8,7,12.342857142857143,8,8,7,12.342857142857143,Graduate
0,1,0,0,19,6,6,5,12.2,6,7,5,10.8,Enrolled
0,1,0,0,22,6,10,4,10.5,6,14,1,11.0,Dropout
0,1,1,0,19,5,5,5,10.6,5,8,5,11.6,Graduate
0,1,0,0,58,6,6,0,0.0,6,6,0,0.0,Dropout
0,1,0,1,19,6,8,4,11.25,6,6,6,12.0,Graduate
0,1,1,0,23,9,11,6,10.5,10,10,10,11.7,Graduate
0,1,0,1,19,6,11,4,11.0,6,11,3,11.666666666666666,Enrolled
0,1,0,0,18,7,7,7,13.457142857142856,8,8,8,14.5125,Graduate
0,1,0,0,20,5,6,5,12.6,5,8,4,12.333333333333334,Graduate
0,0,0,0,18,6,0,0,0.0,6,0,0,0.0,Dropout
0,1,0,0,18,6,6,6,13.666666666666666,6,8,5,13.6,Graduate
1,1,0,1,18,5,5,5,11.6,5,5,5,11.8,Graduate
0,1,0,0,24,6,9,6,12.571428571428571,6,10,5,12.833333333333334,Dropout
0,1,0,0,18,6,7,5,11.8,6,7,5,11.4,Dropout
0,1,0,1,19,5,5,5,11.6,5,11,3,12.666666666666666,Enrolled
0,1,0,1,19,6,8,6,11.333333333333334,6,6,6,11.833333333333334,Graduate
0,1,0,0,18,6,6,6,10.666666666666666,6,6,6,11.5,Graduate
0,1,0,0,18,5,10,4,13.5,5,5,5,13.4,Enrolled
0,1,0,1,19,0,0,0,0.0,0,0,0,0.0,Graduate
0,1,0,0,22,6,9,6,13.333333333333334,6,9,4,11.5,Graduate
0,1,0,0,19,6,9,5,13.4,6,16,2,13.5,Enrolled
0,1,0,1,21,6,8,3,10.2,6,13,4,12.25,Enrolled
0,1,0,1,21,6,6,5,13.0,6,7,6,12.833333333333334,Graduate
0,1,0,1,18,8,11,7,12.90857142857143,8,11,7,12.90857142857143,Graduate
0,1,0,0,20,6,12,4,12.0,6,11,1,10.0,Dropout
0,1,0,1,18,6,9,6,10.833333333333334,6,8,5,11.0,Enrolled
0,1,0,0,19,6,6,6,15.333333333333334,6,9,6,15.833333333333334,Graduate
0,1,0,1,18,7,9,6,12.816666666666668,8,11,6,12.875,Enrolled
1,0,1,0,26,7,7,6,13.0,6,6,2,14.0,Dropout
1,1,0,0,19,6,11,2,13.5,5,11,2,11.0,Enrolled
0,1,0,0,35,6,7,6,12.5,6,6,6,12.166666666666666,Graduate
0,1,0,1,19,6,7,6,13.0,6,6,6,14.333333333333334,Graduate
0,1,1,0,18,5,6,4,11.75,5,10,5,12.571428571428571,Graduate
0,1,1,0,19,5,5,4,12.5,5,5,4,14.25,Graduate
0,1,1,0,25,17,19,17,11.61111111111111,17,22,17,12.055555555555555,Graduate
0,1,1,0,18,6,6,6,14.0,6,6,6,14.666666666666666,Graduate
1,0,1,0,26,6,8,0,0.0,6,10,0,0.0,Dropout
0,1,1,0,34,5,5,5,13.8,5,6,5,13.833333333333334,Graduate
0,0,1,0,18,5,6,0,0.0,5,5,0,0.0,Dropout
0,0,1,0,18,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,1,18,5,9,4,12.25,5,9,3,12.333333333333334,Dropout
0,1,1,0,20,6,12,3,11.5,6,12,3,13.666666666666666,Dropout
0,1,1,0,25,7,9,6,12.571428571428571,9,9,9,12.555555555555555,Graduate
0,1,1,0,18,6,9,6,12.0,6,10,5,12.166666666666666,Dropout
0,1,1,0,19,12,17,11,12.0,12,21,12,12.307692307692308,Graduate
0,1,1,0,20,0,0,0,0.0,0,0,0,0.0,Dropout
0,1,1,1,20,7,9,6,12.0,6,6,6,11.166666666666666,Graduate
0,1,1,0,20,5,9,4,11.6,5,7,4,12.25,Enrolled
0,1,1,1,19,5,5,0,0.0,5,5,0,0.0,Dropout
0,1,1,0,20,5,9,5,12.0,5,9,4,13.0,Enrolled
0,1,1,0,18,7,8,6,13.976666666666668,8,12,6,12.041666666666666,Enrolled
0,1,1,0,19,6,10,4,12.5,6,12,1,10.0,Enrolled
0,0,1,0,20,5,5,0,0.0,5,0,0,0.0,Dropout
0,1,1,0,24,6,15,4,10.5,6,16,4,12.5,Dropout
0,1,1,0,20,6,8,5,12.857142857142858,6,11,6,12.3,Graduate
0,1,1,0,19,5,7,3,11.666666666666666,5,5,4,12.0,Enrolled
